CustomerID,LastPurchase,FirstPurchase,Frequency,Monetary,TotalItems,Recency,AvgOrderValue,PurchaseSpan
C10935,2023-12-04 20:00:00,2022-01-02 20:00:00,36,4627.51,739,28,128.54,701
C10936,2023-08-20 19:00:00,2022-07-23 18:00:00,5,986.66,129,134,197.33,393
C10937,2023-01-04 17:00:00,2022-05-26 14:00:00,5,348.62,109,362,69.72,223
C10938,2023-10-24 14:00:00,2022-01-26 14:00:00,12,664.0,122,69,55.33,636
C10939,2023-12-23 19:00:00,2022-01-18 16:00:00,27,1911.44,242,9,70.79,704
C10940,2023-06-30 20:00:00,2022-02-17 17:00:00,15,3145.67,341,185,209.71,498
C10941,2022-03-19 20:00:00,2022-03-19 08:00:00,1,60.29,22,653,60.29,0
C10942,2023-09-28 19:00:00,2022-02-14 15:00:00,6,277.08,53,95,46.18,591
C10943,2023-11-18 19:00:00,2022-01-08 11:00:00,11,1043.07,140,44,94.82,679
C10944,2023-08-21 17:00:00,2022-02-03 10:00:00,5,877.18,92,133,175.44,564
C10945,2023-08-27 17:00:00,2022-08-10 11:00:00,6,494.86,133,127,82.48,382
C10946,2023-11-21 20:00:00,2022-01-01 11:00:00,16,713.08,139,41,44.57,689
C10947,2023-01-09 17:00:00,2022-07-31 16:00:00,2,243.06,46,357,121.53,162
C10948,2023-10-13 20:00:00,2022-01-09 13:00:00,31,3286.97,589,80,106.03,642
C10949,2022-02-14 14:00:00,2022-02-14 12:00:00,1,150.02,26,686,150.02,0
C10950,2023-09-26 10:00:00,2022-01-22 09:00:00,8,563.87,81,97,70.48,612
C10951,2023-08-14 20:00:00,2022-08-09 15:00:00,3,527.17,80,140,175.72,370
C10953,2023-09-28 19:00:00,2023-01-06 12:00:00,4,691.12,132,95,172.78,265
C10954,2023-09-13 16:00:00,2022-09-03 08:00:00,6,298.05,50,110,49.68,375
C10955,2023-04-02 18:00:00,2022-01-17 12:00:00,11,1315.1,272,274,119.55,440
C10956,2023-12-08 20:00:00,2022-01-04 13:00:00,8,549.11,99,24,68.64,703
C10957,2022-04-17 14:00:00,2022-04-17 13:00:00,1,156.83,13,624,156.83,0
C10958,2022-01-31 20:00:00,2022-01-31 09:00:00,1,249.29,39,700,249.29,0
C10959,2023-04-14 20:00:00,2022-02-21 16:00:00,4,509.87,71,262,127.47,417
C10960,2022-06-10 15:00:00,2022-06-10 11:00:00,1,19.03,5,570,19.03,0
C10961,2023-03-20 19:00:00,2023-01-30 14:00:00,3,431.97,56,287,143.99,49
C10962,2023-06-07 20:00:00,2022-05-07 14:00:00,5,1016.08,125,208,203.22,396
C10963,2023-11-17 19:00:00,2022-07-06 09:00:00,15,1911.61,323,45,127.44,499
C10964,2023-01-08 20:00:00,2022-01-31 11:00:00,5,495.14,100,358,99.03,342
C10965,2022-03-16 13:00:00,2022-03-16 13:00:00,1,33.11,7,656,33.11,0
C10966,2023-09-22 15:00:00,2022-02-11 09:00:00,6,383.82,77,101,63.97,588
C10967,2023-07-07 12:00:00,2022-03-31 09:00:00,4,269.31,50,178,67.33,463
C10968,2023-07-27 12:00:00,2022-03-18 16:00:00,11,769.31,118,158,69.94,495
C10969,2023-08-06 13:00:00,2023-08-06 13:00:00,1,94.49,11,148,94.49,0
C10970,2023-10-10 19:00:00,2022-01-02 14:00:00,35,3084.61,400,83,88.13,646
C10971,2023-09-04 20:00:00,2022-02-11 17:00:00,10,1655.28,229,119,165.53,570
C10972,2023-03-22 14:00:00,2022-03-11 20:00:00,3,57.66,16,285,19.22,375
C10973,2023-08-10 10:00:00,2022-03-22 10:00:00,5,808.49,144,144,161.7,506
C10974,2023-06-10 16:00:00,2022-07-31 08:00:00,4,467.8,77,205,116.95,314
C10975,2023-02-26 19:00:00,2022-01-05 11:00:00,4,355.79,73,309,88.95,417
C10976,2022-02-05 13:00:00,2022-02-05 13:00:00,1,10.22,1,695,10.22,0
C10977,2023-09-09 18:00:00,2022-01-07 10:00:00,10,2412.9,229,114,241.29,610
C10978,2023-10-05 20:00:00,2022-02-11 16:00:00,8,677.22,98,88,84.65,601
C10979,2023-10-08 10:00:00,2022-05-01 20:00:00,11,916.03,93,85,83.28,524
C10980,2022-02-17 18:00:00,2022-02-17 09:00:00,1,556.01,41,683,556.01,0
C10982,2023-07-27 09:00:00,2022-05-08 15:00:00,4,180.92,40,158,45.23,444
C10983,2022-06-07 19:00:00,2022-06-07 08:00:00,1,205.22,49,573,205.22,0
C10984,2023-09-02 17:00:00,2022-01-15 13:00:00,4,626.02,83,121,156.5,595
C10985,2023-03-10 17:00:00,2022-01-20 16:00:00,4,1159.08,106,297,289.77,414
C10986,2023-10-26 14:00:00,2022-01-28 08:00:00,23,1910.8,294,67,83.08,636
C10987,2023-01-17 15:00:00,2023-01-17 09:00:00,1,42.71,19,349,42.71,0
C10988,2023-12-08 18:00:00,2022-01-02 09:00:00,20,3466.61,560,24,173.33,705
C10991,2023-01-07 08:00:00,2022-01-24 12:00:00,3,166.46,31,359,55.49,347
C10992,2023-12-30 20:00:00,2022-01-09 10:00:00,29,2251.86,360,2,77.65,720
C10993,2023-04-08 18:00:00,2022-01-01 12:00:00,5,644.59,106,268,128.92,462
C10994,2023-11-09 13:00:00,2022-01-03 11:00:00,5,512.05,108,53,102.41,675
C10995,2023-09-20 15:00:00,2022-01-08 14:00:00,9,1238.63,242,103,137.63,620
C10996,2023-11-23 10:00:00,2022-01-03 14:00:00,12,933.27,149,39,77.77,688
C10998,2023-08-27 20:00:00,2022-10-13 09:00:00,4,505.94,97,127,126.48,318
C10999,2023-05-06 17:00:00,2022-07-29 20:00:00,5,200.56,25,240,40.11,280
C11000,2023-07-12 16:00:00,2022-02-28 15:00:00,5,319.71,77,173,63.94,499
C11001,2023-12-01 14:00:00,2022-01-01 09:00:00,15,1552.41,311,31,103.49,699
C11002,2023-06-25 20:00:00,2022-04-10 16:00:00,4,157.8,33,190,39.45,441
C11003,2022-12-24 20:00:00,2022-12-23 17:00:00,2,153.57,30,373,76.78,1
C11004,2022-01-07 18:00:00,2022-01-07 09:00:00,1,142.88,32,724,142.88,0
C11005,2023-12-01 11:00:00,2022-04-01 15:00:00,14,1371.2,215,31,97.94,608
C11006,2022-05-20 15:00:00,2022-05-20 10:00:00,1,115.4,15,591,115.4,0
C11008,2023-06-18 15:00:00,2022-01-05 17:00:00,6,386.95,53,197,64.49,528
C11009,2022-04-04 17:00:00,2022-04-04 14:00:00,1,94.06,16,637,94.06,0
C11010,2023-11-03 20:00:00,2022-02-03 09:00:00,35,5356.27,799,59,153.04,638
C11011,2022-02-01 17:00:00,2022-02-01 14:00:00,1,148.22,22,699,148.22,0
C11012,2023-08-26 09:00:00,2022-01-06 15:00:00,9,470.47,94,128,52.27,596
C11013,2022-04-01 15:00:00,2022-04-01 09:00:00,1,220.7,14,640,220.7,0
C11014,2022-04-04 18:00:00,2022-04-04 08:00:00,1,254.75,42,637,254.75,0
C11016,2022-07-22 20:00:00,2022-02-19 08:00:00,3,1603.71,62,528,534.57,153
C11017,2023-11-05 15:00:00,2022-03-27 08:00:00,7,833.1,144,57,119.01,588
C11018,2023-12-29 18:00:00,2022-01-04 20:00:00,25,3596.69,532,3,143.87,723
C11019,2023-09-07 09:00:00,2022-04-03 13:00:00,8,349.3,60,116,43.66,521
C11020,2023-10-09 19:00:00,2022-10-31 12:00:00,6,314.85,50,84,52.47,343
C11021,2023-06-02 20:00:00,2022-08-03 10:00:00,4,808.6,87,213,202.15,303
C11022,2023-12-14 19:00:00,2022-01-10 08:00:00,13,1646.13,310,18,126.63,703
C11024,2023-07-04 20:00:00,2022-12-08 09:00:00,2,246.88,55,181,123.44,208
C11025,2022-04-20 17:00:00,2022-04-20 10:00:00,1,251.06,30,621,251.06,0
C11026,2023-10-25 18:00:00,2022-01-30 10:00:00,36,4313.96,769,68,119.83,633
C11029,2023-10-09 20:00:00,2022-01-23 17:00:00,5,104.15,25,84,20.83,624
C11030,2023-04-27 18:00:00,2022-05-19 19:00:00,5,155.66,48,249,31.13,342
C11031,2023-09-08 08:00:00,2022-05-23 09:00:00,2,221.07,21,115,110.54,472
C11032,2023-11-18 19:00:00,2023-11-18 18:00:00,1,117.09,17,44,117.09,0
C11033,2022-09-29 19:00:00,2022-01-09 13:00:00,5,415.0,73,459,83.0,263
C11034,2023-04-26 12:00:00,2022-01-21 15:00:00,8,894.28,165,250,111.78,459
C11035,2023-12-23 18:00:00,2022-01-13 16:00:00,47,7894.11,938,9,167.96,709
C11036,2023-10-05 19:00:00,2022-07-17 13:00:00,10,1512.89,206,88,151.29,445
C11037,2023-09-15 10:00:00,2022-01-03 08:00:00,42,2785.74,599,108,66.33,620
C11038,2023-11-01 18:00:00,2022-01-01 15:00:00,12,612.65,140,61,51.05,669
C11039,2023-11-23 10:00:00,2022-01-26 09:00:00,28,2127.63,276,39,75.99,666
C11041,2022-02-24 12:00:00,2022-02-24 12:00:00,1,53.0,10,676,53.0,0
C11043,2023-12-11 17:00:00,2022-01-01 15:00:00,9,493.34,62,21,54.82,709
C11044,2023-09-09 16:00:00,2022-03-05 08:00:00,8,949.2,168,114,118.65,553
C11045,2023-07-21 10:00:00,2022-12-31 11:00:00,2,59.85,14,164,29.92,201
C11046,2023-10-09 18:00:00,2022-07-05 08:00:00,7,1356.37,194,84,193.77,461
C11047,2023-11-13 17:00:00,2022-04-11 08:00:00,16,2487.59,458,49,155.47,581
C11048,2023-09-22 18:00:00,2022-08-20 08:00:00,3,330.71,78,101,110.24,398
C11049,2023-08-15 13:00:00,2022-01-29 08:00:00,8,390.63,105,139,48.83,563
C11050,2023-09-22 16:00:00,2022-02-08 15:00:00,4,118.07,37,101,29.52,591
C11051,2023-07-08 15:00:00,2022-05-12 20:00:00,4,346.02,56,177,86.5,421
C11052,2023-09-08 12:00:00,2022-05-07 09:00:00,6,484.73,108,115,80.79,489
C11053,2023-12-10 18:00:00,2022-01-05 08:00:00,43,7751.8,1221,22,180.27,704
C11054,2023-07-31 17:00:00,2022-07-18 11:00:00,2,437.62,46,154,218.81,378
C11055,2023-10-22 12:00:00,2022-08-20 14:00:00,7,429.51,61,71,61.36,427
C11056,2023-11-25 20:00:00,2022-03-25 12:00:00,31,5608.19,841,37,180.91,610
C11057,2022-05-19 10:00:00,2022-05-19 10:00:00,1,8.59,1,592,8.59,0
C11058,2023-10-03 14:00:00,2022-03-18 08:00:00,25,3453.39,604,90,138.14,564
C11059,2023-05-10 08:00:00,2022-02-15 12:00:00,2,40.77,9,236,20.38,448
C11061,2023-10-14 09:00:00,2022-02-18 10:00:00,8,1293.49,214,79,161.69,602
C11062,2023-12-29 20:00:00,2022-01-08 12:00:00,50,8475.82,1441,3,169.52,720
C11063,2023-09-24 17:00:00,2022-01-14 09:00:00,23,2481.02,393,99,107.87,618
C11064,2023-11-26 09:00:00,2022-01-10 19:00:00,5,216.7,48,36,43.34,684
C11065,2023-11-06 15:00:00,2022-01-15 08:00:00,17,3532.41,541,56,207.79,660
C11066,2022-11-11 18:00:00,2022-08-11 09:00:00,2,264.7,59,416,132.35,92
C11067,2023-09-18 12:00:00,2022-01-02 10:00:00,10,1086.88,220,105,108.69,624
C11068,2022-05-26 18:00:00,2022-05-03 10:00:00,2,270.94,34,585,135.47,23
C11069,2022-02-22 20:00:00,2022-02-22 20:00:00,1,56.6,5,678,56.6,0
C11070,2022-02-25 16:00:00,2022-02-25 11:00:00,1,85.15,20,675,85.15,0
C11071,2023-03-06 08:00:00,2022-02-04 11:00:00,6,1009.13,117,301,168.19,394
C11072,2022-11-23 20:00:00,2022-04-12 20:00:00,5,344.08,79,404,68.82,225
C11073,2023-03-09 10:00:00,2023-03-09 10:00:00,1,20.22,12,298,20.22,0
C11074,2022-09-19 18:00:00,2022-03-17 16:00:00,3,200.46,38,469,66.82,186
C11075,2023-10-23 12:00:00,2022-05-13 08:00:00,11,864.48,138,70,78.59,528
C11076,2023-12-10 18:00:00,2022-01-19 18:00:00,24,2347.44,379,22,97.81,690
C11077,2022-05-27 15:00:00,2022-05-27 15:00:00,1,19.2,8,584,19.2,0
C11078,2023-08-16 10:00:00,2022-01-07 12:00:00,6,447.78,41,138,74.63,585
C11079,2023-02-25 18:00:00,2022-03-08 16:00:00,4,261.64,46,310,65.41,354
C11080,2023-11-16 20:00:00,2022-01-21 20:00:00,7,571.35,110,46,81.62,664
C11081,2023-09-24 18:00:00,2022-02-08 08:00:00,7,571.37,134,99,81.62,593
C11082,2022-06-08 17:00:00,2022-06-08 09:00:00,1,371.77,32,572,371.77,0
C11083,2023-07-24 19:00:00,2022-02-28 11:00:00,6,977.24,152,161,162.87,511
C11084,2023-09-22 17:00:00,2022-03-30 16:00:00,6,313.6,57,101,52.27,541
C11085,2023-12-13 17:00:00,2022-01-13 11:00:00,28,2720.87,452,19,97.17,699
C11086,2023-06-01 16:00:00,2022-03-15 08:00:00,7,684.51,115,214,97.79,443
C11087,2023-10-20 12:00:00,2022-01-16 19:00:00,14,738.98,123,73,52.78,641
C11088,2023-10-23 20:00:00,2022-01-07 08:00:00,30,5136.02,830,70,171.2,654
C11089,2023-02-01 17:00:00,2022-01-28 18:00:00,5,1032.69,129,334,206.54,368
C11090,2022-11-12 18:00:00,2022-03-07 10:00:00,4,341.87,100,415,85.47,250
C11091,2023-11-20 20:00:00,2022-01-24 09:00:00,27,2363.84,366,42,87.55,665
C11092,2023-02-15 10:00:00,2023-02-15 09:00:00,1,173.22,20,320,173.22,0
C11093,2023-10-28 19:00:00,2022-06-25 18:00:00,8,622.92,141,65,77.87,490
C11094,2023-12-16 08:00:00,2022-01-03 10:00:00,44,2788.18,522,16,63.37,711
C11095,2022-08-25 12:00:00,2022-01-14 20:00:00,7,152.15,54,494,21.74,222
C11098,2022-02-07 09:00:00,2022-02-07 09:00:00,1,97.5,10,693,97.5,0
C11099,2023-05-17 15:00:00,2022-09-08 13:00:00,6,514.29,88,229,85.71,251
C11100,2023-10-31 17:00:00,2022-01-01 10:00:00,37,3198.77,551,62,86.45,668
C11101,2022-09-18 18:00:00,2022-02-01 08:00:00,4,259.49,41,470,64.87,229
C11102,2023-06-23 15:00:00,2022-05-01 12:00:00,8,901.63,131,192,112.7,418
C11103,2022-06-03 12:00:00,2022-06-03 12:00:00,1,22.68,12,577,22.68,0
C11104,2023-11-04 11:00:00,2022-01-16 12:00:00,12,628.93,111,58,52.41,656
C11105,2023-11-18 20:00:00,2022-01-17 13:00:00,7,512.43,66,44,73.2,670
C11106,2023-10-07 13:00:00,2022-01-30 11:00:00,7,470.84,67,86,67.26,615
C11107,2023-08-04 18:00:00,2022-06-02 09:00:00,5,260.77,37,150,52.15,428
C11108,2022-03-21 20:00:00,2022-03-21 08:00:00,1,250.37,31,651,250.37,0
C11109,2023-10-20 18:00:00,2022-01-14 08:00:00,12,1815.11,331,73,151.26,644
C11110,2023-07-09 18:00:00,2022-05-19 09:00:00,6,409.94,82,176,68.32,416
C11111,2023-09-24 14:00:00,2022-01-01 14:00:00,8,614.63,97,99,76.83,631
C11112,2023-10-31 20:00:00,2023-07-03 08:00:00,3,461.33,80,62,153.78,120
C11113,2022-10-16 19:00:00,2022-08-16 11:00:00,2,466.62,67,442,233.31,61
C11114,2022-04-26 15:00:00,2022-04-26 15:00:00,1,32.64,12,615,32.64,0
C11116,2023-06-15 16:00:00,2022-05-03 17:00:00,4,216.75,55,200,54.19,407
C11117,2023-10-30 20:00:00,2022-06-18 10:00:00,6,691.47,128,63,115.24,499
C11118,2023-04-04 17:00:00,2023-04-04 14:00:00,1,60.1,7,272,60.1,0
C11119,2023-12-22 20:00:00,2022-01-16 18:00:00,13,1066.72,183,10,82.06,705
C11120,2023-11-23 18:00:00,2022-03-27 10:00:00,10,1503.02,260,39,150.3,606
C11122,2023-11-29 19:00:00,2022-01-04 08:00:00,40,1664.33,320,33,41.61,694
C11124,2023-10-01 09:00:00,2022-01-18 08:00:00,15,2353.89,452,92,156.93,621
C11125,2023-08-14 12:00:00,2022-02-11 20:00:00,3,49.74,13,140,16.58,548
C11126,2022-05-03 16:00:00,2022-05-03 08:00:00,1,376.69,29,608,376.69,0
C11127,2022-03-20 14:00:00,2022-03-20 14:00:00,1,44.48,4,652,44.48,0
C11128,2023-01-16 16:00:00,2022-09-09 18:00:00,3,163.51,27,350,54.5,128
C11129,2023-01-15 18:00:00,2022-03-19 09:00:00,3,370.64,86,351,123.55,302
C11130,2023-10-09 16:00:00,2022-01-05 17:00:00,30,3019.98,297,84,100.67,641
C11131,2023-04-27 19:00:00,2022-04-12 12:00:00,4,834.52,95,249,208.63,380
C11132,2023-11-20 16:00:00,2022-04-15 13:00:00,13,718.99,99,42,55.31,584
C11133,2023-01-19 19:00:00,2022-02-10 08:00:00,3,609.28,117,347,203.09,343
C11134,2023-01-18 08:00:00,2022-11-03 17:00:00,2,71.78,9,348,35.89,75
C11135,2023-09-23 18:00:00,2022-09-27 08:00:00,2,197.12,31,100,98.56,361
C11136,2023-12-27 14:00:00,2022-01-17 20:00:00,13,541.45,127,5,41.65,708
C11137,2023-09-30 09:00:00,2022-02-08 13:00:00,10,859.34,127,93,85.93,598
C11138,2023-08-16 10:00:00,2022-03-01 20:00:00,5,821.79,129,138,164.36,532
C11139,2023-11-25 19:00:00,2022-02-13 08:00:00,38,6136.62,1011,37,161.49,650
C11140,2023-11-06 19:00:00,2022-02-11 14:00:00,25,2335.04,349,56,93.4,633
C11141,2023-12-03 18:00:00,2022-01-02 08:00:00,28,3636.59,514,29,129.88,700
C11143,2023-09-28 15:00:00,2022-04-08 15:00:00,5,110.89,25,95,22.18,538
C11144,2023-01-14 17:00:00,2022-01-21 10:00:00,5,438.35,67,352,87.67,358
C11145,2023-10-17 19:00:00,2022-01-07 08:00:00,12,1627.9,352,76,135.66,648
C11146,2023-10-06 15:00:00,2022-02-27 16:00:00,10,326.73,97,87,32.67,585
C11147,2023-08-11 16:00:00,2023-08-11 08:00:00,1,33.42,9,143,33.42,0
C11148,2023-07-30 20:00:00,2022-05-25 09:00:00,3,181.8,50,155,60.6,431
C11149,2023-10-10 20:00:00,2022-03-27 12:00:00,6,1589.41,154,83,264.9,562
C11150,2023-12-13 16:00:00,2022-01-31 11:00:00,7,465.62,76,19,66.52,681
C11151,2023-11-06 20:00:00,2022-01-01 09:00:00,27,4480.45,598,56,165.94,674
C11152,2023-07-25 15:00:00,2022-01-14 09:00:00,5,294.89,51,160,58.98,557
C11153,2023-08-12 18:00:00,2023-08-12 08:00:00,1,250.5,47,142,250.5,0
C11154,2023-08-11 13:00:00,2022-01-14 11:00:00,5,217.96,44,143,43.59,574
C11155,2023-11-20 20:00:00,2022-01-03 12:00:00,29,2798.36,473,42,96.5,686
C11156,2023-12-25 14:00:00,2022-01-04 11:00:00,36,2674.38,391,7,74.29,720
C11157,2022-04-20 12:00:00,2022-04-20 08:00:00,1,227.87,19,621,227.87,0
C11158,2023-09-15 15:00:00,2022-03-04 14:00:00,9,935.94,149,108,103.99,560
C11159,2023-04-20 18:00:00,2022-03-15 09:00:00,3,111.48,31,256,37.16,401
C11160,2023-03-10 14:00:00,2022-05-10 14:00:00,3,100.16,28,297,33.39,304
C11161,2023-05-03 19:00:00,2022-09-02 16:00:00,3,99.68,37,243,33.23,243
C11162,2023-10-13 17:00:00,2022-01-25 10:00:00,12,1773.89,399,80,147.82,626
C11163,2023-10-09 18:00:00,2022-01-08 17:00:00,24,1623.32,323,84,67.64,639
C11164,2022-11-18 19:00:00,2022-03-07 08:00:00,3,505.94,58,409,168.65,256
C11165,2022-10-17 20:00:00,2022-07-08 08:00:00,2,102.43,29,441,51.22,101
C11166,2023-09-06 18:00:00,2022-04-18 12:00:00,5,858.19,129,117,171.64,506
C11167,2023-05-21 08:00:00,2022-10-31 09:00:00,3,143.27,26,225,47.76,201
C11168,2023-10-20 16:00:00,2022-01-01 09:00:00,24,4028.3,617,73,167.85,657
C11170,2023-05-17 19:00:00,2022-04-21 11:00:00,6,859.14,142,229,143.19,391
C11171,2023-08-04 15:00:00,2023-01-30 15:00:00,4,378.32,43,150,94.58,186
C11173,2023-03-04 20:00:00,2022-07-06 15:00:00,3,311.57,77,303,103.86,241
C11174,2023-02-10 17:00:00,2023-02-10 13:00:00,1,64.7,19,325,64.7,0
C11175,2023-09-24 17:00:00,2023-02-07 15:00:00,2,213.15,29,99,106.57,229
C11176,2022-05-03 14:00:00,2022-05-03 08:00:00,1,48.34,7,608,48.34,0
C11178,2023-12-17 17:00:00,2022-02-07 08:00:00,13,1358.85,251,15,104.53,678
C11179,2023-09-06 16:00:00,2022-06-07 16:00:00,6,689.93,77,117,114.99,456
C11180,2022-01-07 19:00:00,2022-01-07 08:00:00,1,55.86,29,724,55.86,0
C11181,2023-12-04 20:00:00,2022-04-18 11:00:00,6,876.44,126,28,146.07,595
C11182,2023-04-16 20:00:00,2022-02-21 09:00:00,6,855.48,163,260,142.58,419
C11183,2023-11-11 14:00:00,2022-07-05 16:00:00,4,229.56,54,51,57.39,493
C11184,2023-09-27 18:00:00,2022-04-03 20:00:00,4,88.33,31,96,22.08,541
C11185,2023-09-03 20:00:00,2022-01-12 08:00:00,5,485.34,100,120,97.07,599
C11187,2023-11-14 08:00:00,2022-02-02 09:00:00,11,623.59,124,48,56.69,649
C11188,2023-11-07 19:00:00,2022-01-25 08:00:00,37,4944.23,827,55,133.63,651
C11189,2023-09-05 13:00:00,2022-01-20 12:00:00,9,994.26,136,118,110.47,593
C11190,2022-03-15 17:00:00,2022-03-15 08:00:00,1,177.68,27,657,177.68,0
C11191,2022-06-16 19:00:00,2022-04-30 11:00:00,2,178.42,25,564,89.21,47
C11192,2023-11-16 18:00:00,2022-01-25 09:00:00,8,1185.0,224,46,148.12,660
C11193,2022-02-24 17:00:00,2022-02-24 08:00:00,1,206.19,39,676,206.19,0
C11197,2023-09-25 13:00:00,2022-01-13 14:00:00,11,983.9,148,98,89.45,619
C11198,2023-02-12 17:00:00,2022-06-29 09:00:00,4,766.88,83,323,191.72,228
C11199,2023-10-10 17:00:00,2022-03-05 09:00:00,9,918.56,155,83,102.06,584
C11200,2022-01-30 12:00:00,2022-01-30 11:00:00,1,58.05,18,701,58.05,0
C11201,2023-09-18 18:00:00,2022-06-20 08:00:00,5,946.86,125,105,189.37,455
C11202,2023-04-02 20:00:00,2022-05-26 17:00:00,3,462.11,34,274,154.04,311
C11203,2023-06-05 19:00:00,2022-11-12 10:00:00,4,1030.77,95,210,257.69,205
C11204,2023-07-28 20:00:00,2022-05-15 10:00:00,4,280.29,32,157,70.07,439
C11205,2023-07-04 12:00:00,2022-02-20 08:00:00,6,213.62,40,181,35.6,499
C11206,2022-01-31 11:00:00,2022-01-31 11:00:00,1,17.6,5,700,17.6,0
C11208,2023-10-05 20:00:00,2022-02-14 09:00:00,24,3178.01,512,88,132.42,598
C11209,2023-08-24 18:00:00,2022-01-12 14:00:00,12,1924.66,334,130,160.39,589
C11210,2023-10-27 16:00:00,2022-01-09 15:00:00,34,2620.36,477,66,77.07,656
C11211,2023-02-25 19:00:00,2022-01-12 11:00:00,6,992.58,133,310,165.43,409
C11213,2023-09-17 08:00:00,2022-02-06 20:00:00,11,550.96,130,106,50.09,587
C11214,2023-06-20 11:00:00,2022-03-04 08:00:00,3,80.73,21,195,26.91,473
C11215,2022-04-22 18:00:00,2022-04-22 13:00:00,1,288.55,36,619,288.55,0
C11216,2023-08-07 18:00:00,2022-01-16 08:00:00,3,635.19,121,147,211.73,568
C11217,2023-05-25 18:00:00,2022-05-15 08:00:00,2,254.14,43,221,127.07,375
C11218,2023-09-19 20:00:00,2022-05-28 08:00:00,5,385.95,69,104,77.19,479
C11219,2023-04-28 17:00:00,2022-07-17 16:00:00,3,236.52,41,248,78.84,285
C11220,2023-04-06 19:00:00,2022-01-13 11:00:00,11,1015.93,176,270,92.36,448
C11221,2023-03-29 19:00:00,2022-10-31 11:00:00,2,120.2,28,278,60.1,149
C11222,2023-05-15 10:00:00,2022-01-22 09:00:00,5,459.9,74,231,91.98,478
C11223,2022-05-04 20:00:00,2022-05-04 08:00:00,1,29.55,13,607,29.55,0
C11224,2023-06-29 18:00:00,2022-03-01 13:00:00,7,807.79,126,186,115.4,485
C11225,2022-10-26 17:00:00,2022-02-25 19:00:00,2,184.6,18,432,92.3,242
C11226,2023-07-28 20:00:00,2022-01-22 13:00:00,8,831.79,104,157,103.97,552
C11227,2023-10-20 18:00:00,2022-04-24 10:00:00,6,893.9,105,73,148.98,544
C11228,2023-11-04 20:00:00,2022-01-11 09:00:00,15,2224.0,297,58,148.27,662
C11229,2023-09-29 13:00:00,2022-01-08 08:00:00,9,741.05,164,94,82.34,629
C11230,2023-09-14 17:00:00,2022-01-15 08:00:00,3,245.77,56,109,81.92,607
C11232,2023-10-30 12:00:00,2022-01-07 11:00:00,44,5733.31,734,63,130.3,661
C11233,2023-09-21 20:00:00,2022-01-02 11:00:00,7,1001.25,177,102,143.04,627
C11234,2022-05-09 20:00:00,2022-05-09 09:00:00,1,153.07,30,602,153.07,0
C11235,2023-09-23 19:00:00,2022-01-27 13:00:00,9,1154.92,136,100,128.32,604
C11236,2023-05-27 19:00:00,2022-02-26 13:00:00,5,276.8,74,219,55.36,455
C11237,2023-09-25 19:00:00,2022-01-14 09:00:00,4,484.52,81,98,121.13,619
C11238,2022-10-15 14:00:00,2022-05-04 08:00:00,4,552.76,80,443,138.19,164
C11239,2023-08-13 10:00:00,2022-04-15 08:00:00,13,2371.78,308,141,182.44,485
C11240,2023-10-27 20:00:00,2022-01-11 08:00:00,13,1796.39,277,66,138.18,654
C11241,2023-09-05 19:00:00,2022-01-18 13:00:00,5,497.9,56,118,99.58,595
C11242,2023-09-28 20:00:00,2022-03-02 09:00:00,7,1199.29,254,95,171.33,575
C11243,2023-09-24 18:00:00,2022-03-11 15:00:00,12,599.33,94,99,49.94,562
C11244,2023-02-13 14:00:00,2022-07-02 11:00:00,3,187.38,45,322,62.46,226
C11245,2023-10-26 19:00:00,2022-01-11 08:00:00,32,4504.14,608,67,140.75,653
C11246,2023-06-17 14:00:00,2023-04-29 18:00:00,2,60.41,4,198,30.2,48
C11247,2023-10-11 15:00:00,2022-01-24 08:00:00,5,815.04,150,82,163.01,625
C11249,2023-05-19 20:00:00,2022-02-15 09:00:00,12,1204.68,151,227,100.39,458
C11250,2023-03-24 20:00:00,2022-03-26 09:00:00,5,730.95,83,283,146.19,363
C11251,2023-11-27 20:00:00,2022-01-11 17:00:00,23,3189.39,579,35,138.67,685
C11252,2023-10-29 16:00:00,2022-03-08 18:00:00,5,429.1,83,64,85.82,599
C11253,2022-05-22 17:00:00,2022-05-22 08:00:00,1,190.54,18,589,190.54,0
C11254,2022-05-04 15:00:00,2022-05-04 10:00:00,1,111.94,32,607,111.94,0
C11255,2023-09-19 13:00:00,2022-01-20 08:00:00,13,3148.66,491,104,242.2,607
C11256,2023-10-13 19:00:00,2022-05-01 11:00:00,6,925.37,160,80,154.23,530
C11257,2022-02-05 16:00:00,2022-02-05 09:00:00,1,338.19,53,695,338.19,0
C11259,2023-08-06 20:00:00,2022-04-23 09:00:00,4,358.19,101,148,89.55,470
C11260,2023-12-13 15:00:00,2022-01-12 12:00:00,10,719.44,129,19,71.94,700
C11261,2023-02-06 13:00:00,2022-01-16 09:00:00,4,792.62,123,329,198.16,386
C11262,2022-09-22 16:00:00,2022-03-27 18:00:00,4,255.43,36,466,63.86,178
C11263,2023-10-11 15:00:00,2022-02-04 08:00:00,34,5762.18,967,82,169.48,614
C11264,2023-07-15 14:00:00,2022-01-26 14:00:00,6,257.29,61,170,42.88,535
C11265,2023-11-17 10:00:00,2022-02-15 17:00:00,3,156.32,16,45,52.11,639
C11266,2022-12-06 18:00:00,2022-02-03 10:00:00,4,484.52,86,391,121.13,306
