CustomerID,Frequency,Monetary,AvgOrderValue,PurchaseSpan,TotalItems,DaysSinceFirst,PurchaseRate,churned,Country_France,Country_Germany,Country_Netherlands,Country_Other,Country_United Kingdom,churn_probability,risk_level
C10693,4,186.69,46.67,367,38,717,0.1671,1,False,False,False,False,True,1.0,High
C10694,2,129.01,64.5,351,25,631,0.0949,1,False,False,False,False,True,0.9999,High
C10695,2,100.56,50.28,447,24,695,0.0862,1,False,True,False,False,False,1.0,High
C10696,7,1095.75,156.54,463,148,642,0.3266,1,False,False,False,False,True,0.9985,High
C10697,1,4.92,4.92,0,1,580,0.0516,1,False,False,False,False,True,1.0,High
C10698,2,188.64,94.32,117,46,672,0.0892,1,False,False,False,True,False,1.0,High
C10699,10,1354.49,135.45,602,210,685,0.4373,0,False,False,False,False,True,0.0402,Low
C10700,5,258.51,51.7,511,66,694,0.2158,1,False,False,False,False,True,0.9995,High
C10701,4,254.41,63.6,267,45,704,0.1702,1,False,False,False,False,True,1.0,High
C10702,1,45.3,45.3,0,10,634,0.0472,1,False,False,False,True,False,1.0,High
C10703,11,1061.86,96.53,572,182,669,0.4925,1,False,False,False,False,True,0.9727,High
C10705,1,54.06,54.06,0,6,575,0.0521,1,False,False,False,False,True,1.0,High
C10706,6,448.76,74.79,565,54,679,0.2647,1,False,False,False,True,False,0.9951,High
C10707,30,3118.4,103.95,720,596,722,1.2448,0,False,False,False,True,False,0.0002,Low
C10708,2,135.86,67.93,194,29,648,0.0924,1,False,False,False,False,True,1.0,High
C10710,4,918.11,229.53,503,134,633,0.1893,1,True,False,False,False,False,0.9962,High
C10711,11,2474.2,224.93,599,297,695,0.4741,1,False,False,False,False,True,0.9633,High
C10712,1,168.03,168.03,0,27,595,0.0503,1,False,False,False,False,True,1.0,High
C10713,12,1198.21,99.85,594,232,700,0.5136,1,False,False,False,False,True,0.9919,High
C10715,4,699.62,174.9,418,97,573,0.2091,1,False,False,False,True,False,0.9997,High
C10716,5,240.47,48.09,462,63,687,0.218,1,False,False,False,False,True,0.9998,High
C10718,4,591.04,147.76,260,126,309,0.3871,0,False,False,False,False,True,0.0403,Low
C10719,4,106.87,26.72,392,29,537,0.223,1,False,False,False,False,True,0.9883,High
C10720,15,1770.78,118.05,672,252,706,0.6365,0,False,False,False,False,True,0.0002,Low
C10721,2,234.18,117.09,82,40,566,0.1058,1,False,False,False,False,True,1.0,High
C10722,8,1881.01,235.13,536,214,719,0.3333,1,False,False,False,False,True,0.9998,High
C10723,12,943.19,78.6,605,137,695,0.5172,1,False,False,False,False,True,0.9699,High
C10725,7,521.85,74.55,574,92,656,0.3196,0,False,False,False,False,True,0.2868,Low
C10726,2,143.91,71.96,47,19,275,0.2174,1,False,False,False,False,True,0.9997,High
C10727,5,1163.84,232.77,595,132,679,0.2206,0,False,False,False,True,False,0.0231,Low
C10728,5,258.25,51.65,473,45,708,0.2116,1,False,False,False,False,True,0.9999,High
C10729,25,2411.04,96.44,589,484,705,1.0623,1,False,False,False,True,False,0.9965,High
C10730,1,40.6,40.6,0,15,662,0.0452,1,False,False,False,False,True,1.0,High
C10731,16,1581.86,98.87,620,265,726,0.6602,1,False,False,False,False,True,0.999,High
C10732,11,1578.85,143.53,559,286,710,0.4641,1,False,False,False,False,True,0.9988,High
C10733,30,3506.23,116.87,669,627,712,1.2623,0,False,False,False,False,True,0.0001,Low
C10734,7,866.33,123.76,399,122,583,0.3596,1,False,False,False,False,True,0.9971,High
C10735,4,603.77,150.94,529,64,682,0.1757,1,False,False,False,False,True,0.9997,High
C10736,7,360.91,51.56,396,59,601,0.3488,1,False,False,False,False,True,0.9981,High
C10738,12,495.37,41.28,661,163,712,0.5049,0,False,False,False,False,True,0.0002,Low
C10739,3,238.11,79.37,330,59,603,0.149,1,False,False,False,False,True,1.0,High
C10740,6,742.04,123.67,498,167,671,0.2679,1,False,False,False,False,True,0.9974,High
C10741,4,231.28,57.82,480,63,658,0.1821,1,False,False,False,False,True,0.999,High
C10742,3,149.59,49.86,404,39,642,0.14,1,False,False,False,True,False,0.9999,High
C10743,6,356.13,59.36,472,85,669,0.2687,1,False,True,False,False,False,0.9992,High
C10744,35,2161.43,61.76,644,421,723,1.4503,0,False,False,False,True,False,0.0003,Low
C10745,2,183.44,91.72,438,29,656,0.0913,1,False,False,False,False,True,0.9999,High
C10746,6,380.29,63.38,236,78,356,0.5042,1,False,False,False,True,False,0.9484,High
C10747,3,468.53,156.18,494,93,653,0.1376,1,False,True,False,False,False,0.9998,High
C10748,1,20.24,20.24,0,8,714,0.042,1,False,False,False,False,True,1.0,High
C10749,1,169.94,169.94,0,14,614,0.0488,1,False,False,False,False,True,1.0,High
C10750,4,413.64,103.41,487,59,586,0.2044,1,False,False,False,False,True,0.996,High
C10751,1,192.04,192.04,0,13,562,0.0533,1,False,False,False,False,True,0.9999,High
C10752,6,229.25,38.21,470,47,688,0.2612,1,False,False,False,False,True,0.9998,High
C10753,33,4065.91,123.21,725,647,729,1.3562,0,False,False,False,True,False,0.0001,Low
C10754,11,468.63,42.6,593,109,727,0.4533,1,False,False,False,False,True,0.9989,High
C10755,17,874.65,51.45,678,168,721,0.7064,0,False,False,False,False,True,0.0003,Low
C10756,1,41.07,41.07,0,12,542,0.0552,1,False,False,False,False,True,1.0,High
C10758,32,2780.66,86.9,713,433,715,1.3408,0,False,False,False,True,False,0.0002,Low
C10759,46,3840.35,83.49,669,751,712,1.9355,0,False,False,False,False,True,0.0001,Low
C10760,7,554.44,79.21,615,129,664,0.3158,0,True,False,False,False,False,0.0022,Low
C10761,1,18.0,18.0,0,8,716,0.0418,1,False,False,False,False,True,1.0,High
C10762,11,2082.33,189.3,614,293,704,0.4681,1,False,False,False,False,True,0.7938,High
C10763,2,522.69,261.35,390,14,529,0.1132,1,False,False,False,False,True,0.9998,High
C10764,15,1495.73,99.72,650,215,650,0.6912,0,False,False,False,False,True,0.0,Low
C10765,39,3697.07,94.8,707,449,717,1.6295,0,False,False,False,False,True,0.0001,Low
C10767,1,125.48,125.48,0,16,654,0.0458,1,False,False,False,False,True,1.0,High
C10768,36,6479.95,180.0,654,1075,720,1.4979,0,False,False,False,False,True,0.0002,Low
C10769,1,74.25,74.25,0,17,705,0.0425,1,False,False,False,False,True,1.0,High
C10770,3,196.54,65.51,464,26,724,0.1241,1,False,False,True,False,False,1.0,High
C10772,13,526.27,40.48,640,105,703,0.554,0,False,False,False,False,True,0.0002,Low
C10773,5,181.18,36.24,249,41,433,0.3456,1,False,False,False,True,False,0.9966,High
C10774,13,1425.37,109.64,592,239,648,0.6009,0,False,False,False,False,True,0.0017,Low
C10775,1,83.84,83.84,0,28,151,0.1974,1,False,False,False,False,True,0.9997,High
C10776,22,2589.03,117.68,685,520,725,0.9091,0,False,False,False,False,True,0.0002,Low
C10777,45,4973.54,110.52,655,904,729,1.8493,0,True,False,False,False,False,0.0002,Low
C10778,3,761.33,253.78,475,113,695,0.1293,1,False,False,False,False,True,1.0,High
C10779,3,813.95,271.32,554,68,675,0.1331,1,False,False,False,False,True,0.9998,High
C10780,9,1560.46,173.38,620,220,673,0.4006,0,False,False,False,False,True,0.0026,Low
C10781,2,92.98,46.49,108,29,658,0.091,1,False,True,False,False,False,1.0,High
C10782,1,284.29,284.29,0,37,656,0.0457,1,False,True,False,False,False,1.0,High
C10783,15,2723.41,181.56,553,398,592,0.7589,0,False,False,True,False,False,0.0117,Low
C10784,6,603.48,100.58,415,134,614,0.2927,1,False,False,False,False,True,0.9985,High
C10785,8,634.66,79.33,678,116,707,0.339,0,False,False,False,False,True,0.0002,Low
C10786,1,39.02,39.02,0,9,666,0.045,1,False,False,False,True,False,1.0,High
C10787,7,435.36,62.19,519,96,606,0.346,0,False,False,False,False,True,0.0584,Low
C10788,5,461.04,92.21,499,100,700,0.214,1,False,False,False,False,True,0.9997,High
C10789,1,36.64,36.64,0,12,679,0.0441,1,False,False,False,False,True,1.0,High
C10790,1,66.24,66.24,0,8,698,0.0429,1,False,False,False,False,True,1.0,High
C10791,2,432.86,216.43,218,65,679,0.0882,1,False,False,False,False,True,1.0,High
C10792,8,780.1,97.51,507,171,711,0.3371,1,False,False,False,False,True,0.9997,High
C10793,1,268.12,268.12,0,46,507,0.0591,1,False,False,False,False,True,0.9996,High
C10794,1,150.3,150.3,0,34,676,0.0443,1,False,False,False,False,True,1.0,High
C10795,3,251.3,83.77,90,72,629,0.1429,1,False,False,False,False,True,1.0,High
C10796,13,1931.02,148.54,543,307,729,0.5342,1,False,False,False,False,True,0.9998,High
C10797,1,7.64,7.64,0,4,617,0.0485,1,False,False,False,False,True,1.0,High
C10798,2,126.22,63.11,154,30,359,0.1667,1,False,False,False,False,True,0.9999,High
C10799,4,625.84,156.46,470,106,607,0.1974,1,False,False,False,True,False,0.999,High
C10800,14,1327.68,94.83,519,274,645,0.6502,1,False,False,False,False,True,0.9678,High
C10801,4,781.53,195.38,445,69,716,0.1674,1,False,False,False,False,True,1.0,High
C10802,5,205.43,41.09,520,52,559,0.2679,0,False,False,False,True,False,0.0116,Low
C10803,2,48.21,24.1,399,9,648,0.0924,1,False,False,False,False,True,1.0,High
C10804,27,4940.15,182.97,668,887,720,1.1234,0,False,False,False,False,True,0.0002,Low
C10805,4,313.13,78.28,462,37,658,0.1821,1,False,False,False,False,True,0.9992,High
C10807,44,4561.42,103.67,652,689,720,1.8308,0,False,False,False,False,True,0.0002,Low
C10808,1,95.97,95.97,0,49,630,0.0475,1,False,False,False,True,False,1.0,High
C10809,5,329.88,65.98,256,57,528,0.2836,1,False,False,False,False,True,0.999,High
C10811,3,404.05,134.68,312,48,598,0.1503,1,False,False,False,False,True,0.9999,High
C10812,3,153.3,51.1,229,37,587,0.1531,1,False,False,False,False,True,1.0,High
C10813,5,264.69,52.94,610,53,712,0.2104,1,False,False,False,True,False,0.9966,High
C10815,7,714.79,102.11,463,136,597,0.3512,1,False,False,False,True,False,0.9885,High
C10816,4,418.91,104.73,534,46,657,0.1824,1,False,False,False,True,False,0.998,High
C10817,3,254.09,84.7,507,19,606,0.1483,1,False,False,False,False,True,0.9983,High
C10818,1,34.22,34.22,0,7,633,0.0473,1,False,False,False,True,False,1.0,High
C10819,1,33.92,33.92,0,12,490,0.0611,1,False,False,False,False,True,0.9999,High
C10820,6,565.53,94.26,535,70,713,0.2521,1,False,False,False,False,True,0.9998,High
C10821,7,594.16,84.88,600,107,641,0.3271,0,False,False,False,False,True,0.0012,Low
C10822,1,82.7,82.7,0,17,588,0.0509,1,False,False,False,False,True,1.0,High
C10823,46,3839.43,83.47,630,570,718,1.9193,0,True,False,False,False,False,0.0707,Low
C10824,3,175.43,58.48,178,30,356,0.2521,1,False,False,False,False,True,0.9986,High
C10825,19,2994.09,157.58,688,450,695,0.819,0,False,False,False,False,True,0.0001,Low
C10826,4,565.34,141.34,528,103,680,0.1762,1,False,False,False,False,True,0.9997,High
C10827,8,1533.22,191.65,590,310,654,0.3664,0,False,False,False,False,True,0.0118,Low
C10828,12,1081.36,90.11,641,186,726,0.4952,0,False,False,True,False,False,0.0003,Low
C10830,14,1252.52,89.47,612,176,700,0.5991,0,False,True,False,False,False,0.0419,Low
C10831,4,691.57,172.89,633,64,687,0.1744,0,False,False,False,False,True,0.0077,Low
C10832,9,1385.06,153.9,631,223,722,0.3734,1,False,False,False,False,True,0.9912,High
C10833,12,1741.89,145.16,584,347,679,0.5294,1,False,False,False,True,False,0.6857,High
C10834,7,704.01,100.57,563,135,685,0.3061,1,False,False,False,False,True,0.993,High
C10835,44,5131.33,116.62,724,637,726,1.8157,0,False,False,False,True,False,0.0001,Low
C10836,3,468.84,156.28,348,89,508,0.1768,1,False,False,False,False,True,0.9988,High
C10837,4,306.75,76.69,438,53,721,0.1662,1,False,False,False,False,True,1.0,High
C10838,3,457.75,152.58,406,49,684,0.1314,1,True,False,False,False,False,1.0,High
C10839,5,481.02,96.2,559,95,603,0.2483,0,True,False,False,False,False,0.0075,Low
C10840,11,880.54,80.05,502,134,583,0.5651,0,False,False,False,True,False,0.0226,Low
C10841,1,52.87,52.87,0,11,684,0.0438,1,False,False,False,True,False,1.0,High
C10842,3,228.11,76.04,393,73,530,0.1695,1,False,False,False,False,True,0.9995,High
C10843,12,3195.43,266.29,668,327,719,0.5,0,False,False,False,True,False,0.0002,Low
C10844,13,1420.32,109.26,462,118,525,0.7414,0,False,False,False,False,True,0.0136,Low
C10845,4,256.24,64.06,635,52,728,0.1646,1,False,False,False,False,True,0.9947,High
C10846,5,506.19,101.24,458,89,637,0.2351,1,False,False,False,False,True,0.9991,High
C10847,8,536.1,67.01,657,138,717,0.3343,0,False,True,False,False,False,0.0004,Low
C10848,5,745.01,149.0,487,101,665,0.2252,1,False,False,False,False,True,0.9979,High
C10849,3,93.79,31.26,243,29,473,0.1899,1,False,False,False,False,True,0.9998,High
C10850,3,428.67,142.89,624,35,717,0.1253,1,False,True,False,False,False,0.9943,High
C10851,2,84.82,42.41,74,20,675,0.0888,1,False,False,True,False,False,1.0,High
C10853,3,571.58,190.53,153,102,322,0.2786,1,False,False,False,False,True,0.9893,High
C10854,1,98.07,98.07,0,24,719,0.0417,1,False,False,False,True,False,1.0,High
C10855,33,2815.41,85.32,670,401,686,1.441,0,False,False,False,False,True,0.0001,Low
C10856,13,2390.27,183.87,682,361,713,0.5462,0,False,False,False,False,True,0.0002,Low
C10857,45,2447.94,54.4,694,528,728,1.8519,0,False,True,False,False,False,0.0005,Low
C10858,2,45.54,22.77,474,6,672,0.0892,1,False,False,False,True,False,0.9999,High
C10860,9,1140.51,126.72,543,178,676,0.3988,1,False,False,False,False,True,0.9985,High
C10861,2,358.11,179.06,25,70,726,0.0825,1,False,False,False,False,True,1.0,High
C10862,13,2153.35,165.64,597,261,703,0.554,1,False,False,False,True,False,0.9881,High
C10864,6,956.72,159.45,504,176,584,0.3077,0,False,False,False,False,True,0.0517,Low
C10865,23,2345.15,101.96,655,460,691,0.9971,0,False,False,False,True,False,0.0001,Low
C10866,3,483.71,161.24,451,71,564,0.1593,1,True,False,False,False,False,0.9998,High
C10867,5,799.31,159.86,565,159,711,0.2107,1,False,False,False,False,True,0.9988,High
C10868,4,98.67,24.67,268,21,502,0.2386,1,False,True,False,False,False,0.9957,High
C10869,10,881.28,88.13,592,141,706,0.4243,1,False,False,False,False,True,0.997,High
C10870,1,24.92,24.92,0,2,637,0.047,1,False,False,False,False,True,1.0,High
C10871,5,821.24,164.25,270,126,443,0.3378,1,False,False,False,False,True,0.9828,High
C10872,12,1391.67,115.97,649,225,726,0.4952,0,False,False,False,False,True,0.0003,Low
C10873,5,795.18,159.04,540,103,658,0.2276,1,False,False,True,False,False,0.9952,High
C10874,3,214.81,71.6,517,33,685,0.1312,1,False,False,False,False,True,0.9998,High
C10875,8,340.46,42.56,622,88,711,0.3371,1,False,False,False,False,True,0.9098,High
C10876,8,842.12,105.26,632,157,724,0.331,1,False,False,False,False,True,0.9949,High
C10877,36,3906.92,108.53,703,424,726,1.4856,0,False,False,False,True,False,0.0001,Low
C10878,10,493.93,49.39,590,88,711,0.4213,1,False,False,False,False,True,0.9977,High
C10879,3,410.7,136.9,505,57,599,0.15,1,False,False,False,False,True,0.9987,High
C10880,8,1702.21,212.78,449,217,613,0.3909,1,False,False,False,False,True,0.9967,High
C10881,3,738.66,246.22,345,101,549,0.1636,1,False,False,False,False,True,0.9998,High
C10882,4,306.97,76.74,424,80,597,0.2007,1,False,False,False,False,True,0.9988,High
C10883,32,5047.53,157.74,719,861,719,1.3333,0,False,False,False,False,True,0.0002,Low
C10884,4,309.19,77.3,522,62,647,0.1852,1,False,False,False,False,True,0.997,High
C10885,12,1355.75,112.98,590,249,706,0.5092,1,False,False,False,True,False,0.9962,High
C10887,9,1252.16,139.13,462,232,690,0.3907,1,False,False,False,True,False,0.9997,High
C10888,1,11.9,11.9,0,5,648,0.0462,1,False,False,False,False,True,1.0,High
C10889,3,117.4,39.13,619,26,727,0.1236,1,False,False,False,False,True,0.9998,High
C10890,41,6931.22,169.05,689,1038,721,1.7036,0,False,False,False,False,True,0.0002,Low
C10891,4,490.51,122.63,551,62,722,0.166,1,False,False,False,True,False,1.0,High
C10893,3,116.75,38.92,241,30,352,0.255,1,False,False,False,True,False,0.9987,High
C10894,1,30.08,30.08,0,8,564,0.0531,1,False,False,False,False,True,1.0,High
C10895,1,97.69,97.69,0,16,725,0.0413,1,True,False,False,False,False,1.0,High
C10896,7,507.35,72.48,434,61,510,0.411,0,False,False,False,False,True,0.0318,Low
C10897,12,436.22,36.35,544,91,647,0.5556,1,False,False,False,True,False,0.949,High
C10898,3,951.11,317.04,443,79,653,0.1376,1,False,False,False,False,True,0.9999,High
C10899,11,1080.89,98.26,651,208,718,0.459,0,False,False,False,False,True,0.0003,Low
C10902,13,1470.08,113.08,616,230,697,0.5587,0,False,True,False,False,False,0.0165,Low
C10903,5,128.61,25.72,324,39,491,0.3049,1,False,False,False,False,True,0.9954,High
C10904,1,179.31,179.31,0,21,651,0.046,1,False,False,False,False,True,1.0,High
C10905,9,474.02,52.67,558,92,668,0.4036,1,False,False,False,False,True,0.9616,High
C10906,1,9.31,9.31,0,7,694,0.0432,1,False,False,False,False,True,1.0,High
C10907,11,481.49,43.77,558,109,695,0.4741,1,False,False,False,False,True,0.9959,High
C10908,2,215.29,107.65,189,26,547,0.1095,1,False,False,False,False,True,0.9999,High
C10909,28,3142.2,112.22,660,470,721,1.1634,0,False,False,False,False,True,0.0002,Low
C10910,2,99.94,49.97,453,24,664,0.0902,1,False,False,False,True,False,0.9999,High
C10911,4,513.96,128.49,455,76,579,0.2069,1,False,False,False,False,True,0.9993,High
C10912,1,89.26,89.26,0,18,519,0.0577,1,False,True,False,False,False,1.0,High
C10913,11,700.05,63.64,543,120,672,0.4903,1,True,False,False,False,False,0.9927,High
C10914,4,583.19,145.8,438,65,600,0.1997,1,False,False,True,False,False,0.9993,High
C10916,12,1584.38,132.03,378,234,486,0.7392,1,False,False,False,False,True,0.8373,High
C10917,14,1348.79,96.34,548,176,677,0.6195,1,False,False,False,False,True,0.9975,High
C10918,33,2585.79,78.36,650,291,717,1.3788,0,False,False,False,False,True,0.0001,Low
C10919,1,502.56,502.56,0,40,325,0.092,1,False,False,False,False,True,0.9988,High
C10920,4,490.59,122.65,488,61,702,0.1707,1,False,False,False,False,True,0.9999,High
C10921,2,42.07,21.04,24,12,488,0.1227,1,False,False,False,False,True,0.9999,High
C10922,8,454.11,56.76,614,81,718,0.3338,1,False,False,False,False,True,0.9977,High
C10923,16,1858.99,116.19,618,358,724,0.6621,1,False,False,False,False,True,0.9984,High
C10924,5,353.78,70.76,445,82,712,0.2104,1,False,False,False,False,True,0.9999,High
C10925,14,942.45,67.32,632,105,671,0.625,0,False,False,False,False,True,0.0018,Low
C10927,15,1811.6,120.77,602,257,608,0.7389,0,True,False,False,False,False,0.001,Low
C10928,1,58.9,58.9,0,10,669,0.0448,1,False,False,False,True,False,1.0,High
C10929,8,812.2,101.52,393,158,642,0.3733,1,False,False,False,False,True,0.9995,High
C10930,7,2038.02,291.15,637,160,643,0.3261,0,False,True,False,False,False,0.0001,Low
C10931,3,142.41,47.47,313,30,510,0.1761,1,False,False,False,False,True,0.9998,High
C10932,2,235.88,117.94,112,40,684,0.0876,1,False,False,False,False,True,1.0,High
C10933,1,25.08,25.08,0,4,653,0.0459,1,False,False,False,False,True,1.0,High
C10934,28,1837.38,65.62,580,307,689,1.2174,1,False,False,False,False,True,0.9955,High
C10935,36,4627.51,128.54,701,739,728,1.4815,0,False,False,False,False,True,0.0001,Low
C10936,5,986.66,197.33,393,129,526,0.2846,1,False,False,False,True,False,0.9926,High
C10937,5,348.62,69.72,223,109,584,0.2564,1,False,False,False,False,True,0.9992,High
C10938,12,664.0,55.33,636,122,704,0.5106,0,False,False,False,False,True,0.0031,Low
C10939,27,1911.44,70.79,704,242,712,1.136,0,False,True,False,False,False,0.0001,Low
C10940,15,3145.67,209.71,498,341,682,0.6589,1,False,False,False,True,False,0.998,High
C10941,1,60.29,60.29,0,22,652,0.0459,1,False,False,False,False,True,1.0,High
C10942,6,277.08,46.18,591,53,685,0.2624,1,False,False,False,True,False,0.8951,High
C10943,11,1043.07,94.82,679,140,722,0.4564,0,False,False,False,False,True,0.0004,Low
C10944,5,877.18,175.44,564,92,696,0.2152,1,False,False,False,True,False,0.9982,High
C10945,6,494.86,82.48,382,133,508,0.3536,1,False,False,False,True,False,0.9858,High
C10946,16,713.08,44.57,689,139,729,0.6575,0,False,False,False,False,True,0.0004,Low
C10947,2,243.06,121.53,162,46,518,0.1156,1,False,False,False,False,True,1.0,High
C10948,31,3286.97,106.03,642,589,721,1.2881,0,False,False,False,False,True,0.0002,Low
C10949,1,150.02,150.02,0,26,685,0.0437,1,False,False,False,False,True,1.0,High
C10950,8,563.87,70.48,612,81,708,0.3385,1,False,False,False,False,True,0.9617,High
C10951,3,527.17,175.72,370,80,509,0.1765,1,False,False,False,False,True,0.999,High
C10953,4,691.12,172.78,265,132,359,0.3333,1,False,False,False,True,False,0.9325,High
C10954,6,298.05,49.68,375,50,484,0.3711,1,False,False,False,False,True,0.9383,High
C10955,11,1315.1,119.55,440,272,713,0.4622,1,False,False,False,False,True,0.9999,High
C10956,8,549.11,68.64,703,99,726,0.3301,0,False,False,True,False,False,0.0004,Low
C10957,1,156.83,156.83,0,13,623,0.0481,1,False,True,False,False,False,1.0,High
C10958,1,249.29,249.29,0,39,699,0.0429,1,False,False,False,False,True,1.0,High
C10959,4,509.87,127.47,417,71,678,0.1767,1,False,False,False,False,True,1.0,High
C10960,1,19.03,19.03,0,5,569,0.0526,1,False,True,False,False,False,1.0,High
C10961,3,431.97,143.99,49,56,335,0.2679,1,False,False,False,False,True,0.9911,High
C10962,5,1016.08,203.22,396,125,603,0.2483,1,False,False,False,False,True,0.9988,High
C10963,15,1911.61,127.44,499,323,543,0.8272,0,False,False,False,False,True,0.0049,Low
C10964,5,495.14,99.03,342,100,699,0.2143,1,False,False,False,True,False,1.0,High
C10965,1,33.11,33.11,0,7,655,0.0457,1,False,True,False,False,False,1.0,High
C10966,6,383.82,63.97,588,77,688,0.2612,1,False,False,False,False,True,0.9907,High
C10967,4,269.31,67.33,463,50,640,0.1872,1,False,False,False,False,True,0.9994,High
C10968,11,769.31,69.94,495,118,653,0.5046,1,False,False,False,True,False,0.9954,High
C10969,1,94.49,94.49,0,11,147,0.2027,1,False,False,False,False,True,0.9997,High
C10970,35,3084.61,88.13,646,400,728,1.4403,0,False,False,False,False,True,0.0001,Low
C10971,10,1655.28,165.53,570,229,688,0.4354,1,False,False,False,False,True,0.997,High
C10972,3,57.66,19.22,375,16,660,0.1362,1,False,False,False,False,True,0.9999,High
C10973,5,808.49,161.7,506,144,649,0.2308,1,False,False,False,False,True,0.9964,High
C10974,4,467.8,116.95,314,77,518,0.2312,1,False,False,False,False,True,0.9984,High
C10975,4,355.79,88.95,417,73,725,0.1653,1,False,False,False,True,False,1.0,High
C10976,1,10.22,10.22,0,1,694,0.0432,1,False,False,False,False,True,1.0,High
C10977,10,2412.9,241.29,610,229,723,0.4144,1,False,False,False,False,True,0.999,High
C10978,8,677.22,84.65,601,98,688,0.3483,0,False,False,False,False,True,0.6862,High
C10979,11,916.03,83.28,524,93,609,0.541,0,False,False,False,True,False,0.0395,Low
C10980,1,556.01,556.01,0,41,682,0.0439,1,False,False,False,False,True,1.0,High
C10982,4,180.92,45.23,444,40,602,0.199,1,False,False,False,True,False,0.9991,High
C10983,1,205.22,205.22,0,49,572,0.0524,1,False,False,False,False,True,0.9999,High
C10984,4,626.02,156.5,595,83,715,0.1676,1,False,False,False,False,True,0.9998,High
C10985,4,1159.08,289.77,414,106,710,0.1688,1,False,False,False,False,True,1.0,High
C10986,23,1910.8,83.08,636,294,702,0.9815,0,False,False,False,True,False,0.0019,Low
C10987,1,42.71,42.71,0,19,348,0.086,1,False,False,False,False,True,0.9998,High
C10988,20,3466.61,173.33,705,560,728,0.823,0,False,False,False,False,True,0.0002,Low
C10991,3,166.46,55.49,347,31,706,0.1273,1,False,False,False,True,False,1.0,High
C10992,29,2251.86,77.65,720,360,721,1.205,0,False,False,False,False,True,0.0002,Low
C10993,5,644.59,128.92,462,106,729,0.2055,1,True,False,False,False,False,1.0,High
C10994,5,512.05,102.41,675,108,727,0.206,0,False,False,False,False,True,0.0005,Low
C10995,9,1238.63,137.63,620,242,722,0.3734,1,False,False,False,False,True,0.9991,High
C10996,12,933.27,77.77,688,149,727,0.4945,0,False,False,False,False,True,0.0003,Low
C10998,4,505.94,126.48,318,97,444,0.2697,1,False,False,False,False,True,0.9711,High
C10999,5,200.56,40.11,280,25,520,0.2879,1,False,False,False,False,True,0.9981,High
C11000,5,319.71,63.94,499,77,671,0.2232,1,False,False,False,False,True,0.997,High
C11001,15,1552.41,103.49,699,311,729,0.6164,0,False,False,False,False,True,0.0003,Low
C11002,4,157.8,39.45,441,33,630,0.1902,1,False,False,False,False,True,0.9993,High
C11003,2,153.57,76.78,1,30,373,0.1604,1,False,False,False,True,False,0.9999,High
C11004,1,142.88,142.88,0,32,723,0.0414,1,False,False,False,False,True,1.0,High
C11005,14,1371.2,97.94,608,215,639,0.6562,0,False,False,False,False,True,0.0008,Low
C11006,1,115.4,115.4,0,15,590,0.0508,1,False,False,False,False,True,1.0,High
C11008,6,386.95,64.49,528,53,725,0.2479,1,False,False,False,False,True,0.9999,High
C11009,1,94.06,94.06,0,16,636,0.0471,1,False,True,False,False,False,1.0,High
C11010,35,5356.27,153.04,638,799,696,1.5065,0,False,False,False,False,True,0.0001,Low
C11011,1,148.22,148.22,0,22,698,0.0429,1,False,False,False,True,False,1.0,High
C11012,9,470.47,52.27,596,94,724,0.3724,1,False,False,False,False,True,0.9987,High
C11013,1,220.7,220.7,0,14,639,0.0469,1,False,False,False,True,False,1.0,High
C11014,1,254.75,254.75,0,42,636,0.0471,1,False,False,False,True,False,1.0,High
C11016,3,1603.71,534.57,153,62,680,0.1322,1,False,False,False,False,True,1.0,High
C11017,7,833.1,119.01,588,144,644,0.3256,0,False,False,False,False,True,0.0041,Low
C11018,25,3596.69,143.87,723,532,726,1.0316,0,False,True,False,False,False,0.0002,Low
C11019,8,349.3,43.66,521,60,637,0.3762,1,False,False,False,False,True,0.9867,High
C11020,6,314.85,52.47,343,50,426,0.4215,0,False,False,False,False,True,0.0427,Low
C11021,4,808.6,202.15,303,87,515,0.2326,1,False,False,False,False,True,0.9917,High
C11022,13,1646.13,126.63,703,310,720,0.5409,0,False,False,False,False,True,0.0002,Low
C11024,2,246.88,123.44,208,55,388,0.1542,1,False,False,False,False,True,0.9998,High
C11025,1,251.06,251.06,0,30,620,0.0483,1,False,False,False,False,True,0.9999,High
C11026,36,4313.96,119.83,633,769,700,1.5407,0,False,False,False,False,True,0.0008,Low
C11029,5,104.15,20.83,624,25,707,0.2119,0,False,False,False,False,True,0.0189,Low
C11030,5,155.66,31.13,342,48,591,0.2534,1,False,False,False,False,True,0.9986,High
C11031,2,221.07,110.54,472,21,587,0.102,1,False,False,False,False,True,0.9997,High
C11032,1,117.09,117.09,0,17,43,0.6818,0,False,False,False,False,True,0.9416,High
C11033,5,415.0,83.0,263,73,721,0.2078,1,False,True,False,False,False,1.0,High
C11034,8,894.28,111.78,459,165,709,0.338,1,True,False,False,False,False,0.9999,High
C11035,47,7894.11,167.96,709,938,717,1.9638,0,False,False,False,True,False,0.0001,Low
C11036,10,1512.89,151.29,445,206,532,0.5629,0,False,False,False,False,True,0.2871,Low
C11037,42,2785.74,66.33,620,599,727,1.7308,1,False,False,False,False,True,0.9986,High
C11038,12,612.65,51.05,669,140,729,0.4932,0,False,False,False,False,True,0.0003,Low
